alpha,learning_rate,max_depth,min_split_loss,n_estimators,mean_test_score,mean_train_score
0,0.5,10,5,100,-0.463050692128968,-0.18841939049048528
0,0.5,10,10,10,-0.4596632370278863,-0.22812865226111628
0,0.5,10,10,30,-0.45966375619413924,-0.2281286575083698
0,0.5,10,10,50,-0.45966375619413924,-0.2281286574703869
0,0.5,10,10,70,-0.45966375619413924,-0.22812865743240404
0,0.5,10,10,100,-0.45966375619413924,-0.22812865737543012
0,0.5,30,0,10,-0.5464064581207517,-0.00023593374695070362
0,0.5,30,0,30,-0.5462236081710818,-2.663735562733832e-07
0,0.5,30,0,50,-0.546223600649995,-2.6639094949878445e-07
0,0.5,30,0,70,-0.5462236001636687,-2.663979184180524e-07
0,0.5,30,0,100,-0.546223599434183,-2.6640783875745567e-07
0,0.5,30,1,10,-0.4840609926900116,-0.08271041733931088
0,0.5,30,1,30,-0.4840591848265346,-0.08271041318500762
0,0.5,30,1,50,-0.48405918482290866,-0.08271041315039836
0,0.5,30,1,70,-0.4840591848192828,-0.08271041311578935
0,0.5,30,1,100,-0.48405918481384413,-0.08271041306387629
0,0.5,30,5,10,-0.4627584957989387,-0.18237078945156254
0,0.5,30,5,30,-0.4627579434240028,-0.18237079735516676
0,0.5,30,5,50,-0.4627579434240028,-0.18237079732678751
0,0.5,30,5,70,-0.4627579434240028,-0.18237079729840838
0,0.5,30,5,100,-0.4627579434240028,-0.18237079725583985
0,0.5,30,10,10,-0.4642620791260968,-0.22533918230417105
0,0.5,30,10,30,-0.4642628468929496,-0.22533918848823054
0,0.5,30,10,50,-0.4642628468929496,-0.22533918848823054
0,0.5,30,10,70,-0.4642628468929496,-0.22533918848823054
0,0.5,30,10,100,-0.4642628468929496,-0.22533918848823054
0,0.5,50,0,10,-0.5482387364871698,-0.00023175231204945428
0,0.5,50,0,30,-0.5489177274641638,-2.499746314727939e-07
0,0.5,50,0,50,-0.5489177203902723,-2.4999335468341373e-07
0,0.5,50,0,70,-0.548917719630498,-2.500000890900915e-07
0,0.5,50,0,100,-0.5489177184898006,-2.5000946423917877e-07
0,0.5,50,1,10,-0.4840609926900116,-0.08271041733931088
0,0.5,50,1,30,-0.4840591848265346,-0.08271041318500762
0,0.5,50,1,50,-0.48405918482290866,-0.08271041315039836
0,0.5,50,1,70,-0.4840591848192828,-0.08271041311578935
0,0.5,50,1,100,-0.48405918481384413,-0.08271041306387629
0,0.5,50,5,10,-0.4627584957989387,-0.18237078945156254
0,0.5,50,5,30,-0.4627579434240028,-0.18237079735516676
0,0.5,50,5,50,-0.4627579434240028,-0.18237079732678751
0,0.5,50,5,70,-0.4627579434240028,-0.18237079729840838
0,0.5,50,5,100,-0.4627579434240028,-0.18237079725583985
0,0.5,50,10,10,-0.4642620791260968,-0.22533918230417105
0,0.5,50,10,30,-0.4642628468929496,-0.22533918848823054
0,0.5,50,10,50,-0.4642628468929496,-0.22533918848823054
0,0.5,50,10,70,-0.4642628468929496,-0.22533918848823054
0,0.5,50,10,100,-0.4642628468929496,-0.22533918848823054
1,0.01,3,0,10,-1.241659756666126,-1.1972520290820357
1,0.01,3,0,30,-1.0427004633301564,-0.9975407043310807
1,0.01,3,0,50,-0.9040771963830888,-0.8564185569718926
1,0.01,3,0,70,-0.8052875438633833,-0.753995848592362
1,0.01,3,0,100,-0.7084721480529199,-0.644958700079139
1,0.01,3,1,10,-1.241659756666126,-1.1972520290820357
1,0.01,3,1,30,-1.0427004633301564,-0.9975407043310807
1,0.01,3,1,50,-0.9040771963830888,-0.8564185569718926
1,0.01,3,1,70,-0.8052875438633833,-0.753995848592362
1,0.01,3,1,100,-0.7084721480529199,-0.644958700079139
1,0.01,3,5,10,-1.241659756666126,-1.1972520290820357
1,0.01,3,5,30,-1.0427004633301564,-0.9975407043310807
1,0.01,3,5,50,-0.9040771963830888,-0.8564185569718926
1,0.01,3,5,70,-0.8052875438633833,-0.753995848592362
1,0.01,3,5,100,-0.7084721480529199,-0.644958700079139
1,0.01,3,10,10,-1.241659756666126,-1.1972520290820357
1,0.01,3,10,30,-1.0427004633301564,-0.9975407043310807
1,0.01,3,10,50,-0.9040771963830888,-0.8564185569718926
1,0.01,3,10,70,-0.8052875438633833,-0.753995848592362
1,0.01,3,10,100,-0.7084721480529199,-0.644958700079139
1,0.01,5,0,10,-1.225921648746938,-1.171687680529214
1,0.01,5,0,30,-1.006375883424551,-0.9342309378617826
1,0.01,5,0,50,-0.8561798479625949,-0.7658873503554836
1,0.01,5,0,70,-0.7493197196364132,-0.645318561917076
1,0.01,5,0,100,-0.6444097712297736,-0.5230695483631005
1,0.01,5,1,10,-1.225925797323492,-1.171688590768716
1,0.01,5,1,30,-1.0063918538052425,-0.934236701240108
1,0.01,5,1,50,-0.8562450297896163,-0.7658970813603769
1,0.01,5,1,70,-0.7493567906643681,-0.6453266436599874
1,0.01,5,1,100,-0.6444568804172321,-0.5230922960798957
1,0.01,5,5,10,-1.2258340553004154,-1.1716900748652577
1,0.01,5,5,30,-1.0062202468459367,-0.9342499646213611
1,0.01,5,5,50,-0.8561678044251784,-0.7657574056270534
1,0.01,5,5,70,-0.7495187508322594,-0.6453917022839384
1,0.01,5,5,100,-0.6453358878399785,-0.5233618953489656
1,0.01,5,10,10,-1.2259738074925919,-1.1718348422144238
1,0.01,5,10,30,-1.0066486594455106,-0.9346211916466404
1,0.01,5,10,50,-0.8571474219117927,-0.7664062696004619
1,0.01,5,10,70,-0.7503870648860971,-0.6463557949823795
1,0.01,5,10,100,-0.6459133629314391,-0.5252100043155032
1,0.01,7,0,10,-1.2170631409803216,-1.152657248672141
1,0.01,7,0,30,-0.984857199782087,-0.8875966502079959
1,0.01,7,0,50,-0.8281712508317891,-0.7026687561727532
1,0.01,7,0,70,-0.7173052733484357,-0.5712020034758554
1,0.01,7,0,100,-0.6094289477229419,-0.43810875546648276
1,0.01,7,1,10,-1.2170038450478065,-1.1527416461864433
1,0.01,7,1,30,-0.9853657481883442,-0.8878317361233721
1,0.01,7,1,50,-0.8285205960821317,-0.7028809002887975
1,0.01,7,1,70,-0.7178994007250528,-0.5713324849862123
1,0.01,7,1,100,-0.6087787068613554,-0.4388125509276737
1,0.01,7,5,10,-1.2165423082615203,-1.1533663057852377
1,0.01,7,5,30,-0.9833965139510079,-0.8903317018912406
1,0.01,7,5,50,-0.8253851328541094,-0.7071688692084568
1,0.01,7,5,70,-0.7134075423584999,-0.5774316712481975
1,0.01,7,5,100,-0.6049033799071459,-0.4481193889161529
1,0.01,7,10,10,-1.2160165561791456,-1.1552999611814998
1,0.01,7,10,30,-0.9817047399089729,-0.8952081468015853
1,0.01,7,10,50,-0.8240718110706287,-0.7151807461543411
1,0.01,7,10,70,-0.7135158037103487,-0.5879206716068681
1,0.01,7,10,100,-0.6072310653850235,-0.46205690818117445
1,0.01,10,0,10,-1.2086916112617039,-1.1330754216989471
1,0.01,10,0,30,-0.9688704259160424,-0.8383112898498348
1,0.01,10,0,50,-0.8087072023315656,-0.6329282672223824
1,0.01,10,0,70,-0.6986056584470217,-0.48912813889155415
1,0.01,10,0,100,-0.5926017442447138,-0.3458565832940245
1,0.01,10,1,10,-1.2069601177007914,-1.1341583784384794
1,0.01,10,1,30,-0.965509336711385,-0.8415181877858158
1,0.01,10,1,50,-0.8044154413012519,-0.6385279334804755
1,0.01,10,1,70,-0.693243346157514,-0.4966752682969419
1,0.01,10,1,100,-0.5865615402793031,-0.35682804582734884
1,0.01,10,5,10,-1.2086762120839973,-1.14007908480368
1,0.01,10,5,30,-0.9663129057087885,-0.8583858659378144
1,0.01,10,5,50,-0.8016918130058024,-0.6657936646974557
1,0.01,10,5,70,-0.6887171227305172,-0.5319339641518885
1,0.01,10,5,100,-0.5822800414505049,-0.4024380468713137
1,0.01,10,10,10,-1.210245101888499,-1.1459419189984617
1,0.01,10,10,30,-0.969039463174111,-0.8745990561722993
1,0.01,10,10,50,-0.8079624663143254,-0.6894959790598321
1,0.01,10,10,70,-0.6967811248330711,-0.5606739603541075
1,0.01,10,10,100,-0.5934454337205448,-0.4349555987139092
1,0.01,30,0,10,-1.2073630445398817,-1.1211300947033045
1,0.01,30,0,30,-0.9709028595121374,-0.8086006811571191
1,0.01,30,0,50,-0.81276426199776,-0.5908790378679919
1,0.01,30,0,70,-0.7043564575992991,-0.4382327309437975
1,0.01,30,0,100,-0.6029699020809429,-0.2883990390357575
1,0.01,30,1,10,-1.2054584764586909,-1.1266535077152682
1,0.01,30,1,30,-0.9627064635575324,-0.8236191554065314
1,0.01,30,1,50,-0.7993809606316361,-0.6144728876074884
1,0.01,30,1,70,-0.688222732702499,-0.469199469575193
1,0.01,30,1,100,-0.5848440057355658,-0.32838535308479794
1,0.01,30,5,10,-1.2084755782058827,-1.138092927231729
1,0.01,30,5,30,-0.965729662107913,-0.8541433377344262
1,0.01,30,5,50,-0.800332720597944,-0.660707017295867
1,0.01,30,5,70,-0.687485781583196,-0.5270012981733115
1,0.01,30,5,100,-0.5808163010724435,-0.3977542998753619
1,0.01,30,10,10,-1.2102052680471176,-1.1453363111369619
1,0.01,30,10,30,-0.9686403215090348,-0.8737678750787439
1,0.01,30,10,50,-0.8076711699293575,-0.6883782100013706
1,0.01,30,10,70,-0.6970060866496377,-0.559830705049086
1,0.01,30,10,100,-0.592349652876656,-0.4339621029950364
1,0.01,50,0,10,-1.2073630445398817,-1.1211300947033045
1,0.01,50,0,30,-0.9709028595121374,-0.8086006811571191
1,0.01,50,0,50,-0.8127642525229577,-0.5908791948399562
1,0.01,50,0,70,-0.7043562742372074,-0.43823255013789686
1,0.01,50,0,100,-0.6030883179388336,-0.2883784463363333
1,0.01,50,1,10,-1.2054584764586909,-1.1266535077152682
1,0.01,50,1,30,-0.9627064635575324,-0.8236191554065314
1,0.01,50,1,50,-0.7993809606316361,-0.6144728876074884
1,0.01,50,1,70,-0.688222732702499,-0.469199469575193
1,0.01,50,1,100,-0.5848440057355658,-0.32838535308479794
1,0.01,50,5,10,-1.2084755782058827,-1.138092927231729
1,0.01,50,5,30,-0.965729662107913,-0.8541433377344262
1,0.01,50,5,50,-0.800332720597944,-0.660707017295867
1,0.01,50,5,70,-0.687485781583196,-0.5270012981733115
1,0.01,50,5,100,-0.5808163010724435,-0.3977542998753619
1,0.01,50,10,10,-1.2102052680471176,-1.1453363111369619
1,0.01,50,10,30,-0.9686403215090348,-0.8737678750787439
1,0.01,50,10,50,-0.8076711699293575,-0.6883782100013706
1,0.01,50,10,70,-0.6970060866496377,-0.559830705049086
1,0.01,50,10,100,-0.592349652876656,-0.4339621029950364
1,0.1,3,0,10,-0.6980368567913783,-0.6332552644643077
1,0.1,3,0,30,-0.5090333413906218,-0.3710412985726047
1,0.1,3,0,50,-0.4542337288343437,-0.30267564669865904
1,0.1,3,0,70,-0.4307491262645611,-0.2764115893215672
1,0.1,3,0,100,-0.4122712654399564,-0.253438812050751
1,0.1,3,1,10,-0.6980368567913783,-0.6332552644643077
1,0.1,3,1,30,-0.5090333413906218,-0.3710412985726047
1,0.1,3,1,50,-0.454233646218502,-0.30268081735635344
1,0.1,3,1,70,-0.42986119669652806,-0.27630257550635956
1,0.1,3,1,100,-0.4111927513308243,-0.2540562442277698
1,0.1,3,5,10,-0.6980368567913783,-0.6332552644643077
1,0.1,3,5,30,-0.5087157235971778,-0.3711037750718897
1,0.1,3,5,50,-0.4552757447997169,-0.30309475116892626
1,0.1,3,5,70,-0.43176354768451264,-0.2784409308103253
1,0.1,3,5,100,-0.4244174179599375,-0.2689485672761801
1,0.1,3,10,10,-0.6980368567913783,-0.6332552644643077
1,0.1,3,10,30,-0.5094362625730466,-0.3714656937911062
1,0.1,3,10,50,-0.4519009731857372,-0.3050903409564182
1,0.1,3,10,70,-0.4349663480091924,-0.28614109490545425
1,0.1,3,10,100,-0.4349663480091924,-0.28614109490545425
1,0.1,5,0,10,-0.6381749318962479,-0.512089848978609
1,0.1,5,0,30,-0.4483584290151027,-0.2688766161909439
1,0.1,5,0,50,-0.41173545462800776,-0.21618374168434823
1,0.1,5,0,70,-0.4118955657590698,-0.19503940907577427
1,0.1,5,0,100,-0.4035139923806111,-0.1731875549840391
1,0.1,5,1,10,-0.6379909905118886,-0.5120753213696732
1,0.1,5,1,30,-0.44384697521924565,-0.269391028814825
1,0.1,5,1,50,-0.4087980927210631,-0.21968298255123822
1,0.1,5,1,70,-0.40257377390195676,-0.19636900358582002
1,0.1,5,1,100,-0.4020987244846255,-0.18259687397196558
1,0.1,5,5,10,-0.6379098105480678,-0.5124120760281186
1,0.1,5,5,30,-0.44981742495844357,-0.27513687115343977
1,0.1,5,5,50,-0.4093663757267981,-0.2315386987853652
1,0.1,5,5,70,-0.40886212887101764,-0.2309469823124856
1,0.1,5,5,100,-0.40886149662535,-0.2309469951322817
1,0.1,5,10,10,-0.6391477064051385,-0.5132042524255093
1,0.1,5,10,30,-0.45008984153571613,-0.2815008891279708
1,0.1,5,10,50,-0.41906424355859756,-0.2517491069445992
1,0.1,5,10,70,-0.4190639466185841,-0.25174910792665417
1,0.1,5,10,100,-0.4190639355821517,-0.2517491214554561
1,0.1,7,0,10,-0.6000058465943063,-0.42534756944874774
1,0.1,7,0,30,-0.4432824113229996,-0.1937382679232642
1,0.1,7,0,50,-0.41602783691057627,-0.14574256786291734
1,0.1,7,0,70,-0.4083204913467121,-0.12267372180651051
1,0.1,7,0,100,-0.41020429580130224,-0.10040299433864193
1,0.1,7,1,10,-0.5988554666444996,-0.4262427816765609
1,0.1,7,1,30,-0.4383632170070936,-0.19587894316640847
1,0.1,7,1,50,-0.4124211628488427,-0.15400375039414257
1,0.1,7,1,70,-0.41205634174349426,-0.14850167141222945
1,0.1,7,1,100,-0.4120555250380876,-0.14850166336509657
1,0.1,7,5,10,-0.5961981236864325,-0.43423321091591116
1,0.1,7,5,30,-0.4342685407596183,-0.22129898565657885
1,0.1,7,5,50,-0.41781329939007933,-0.2026152646305234
1,0.1,7,5,70,-0.4178067548411657,-0.20261526227763818
1,0.1,7,5,100,-0.4178058847332583,-0.20261529834809186
1,0.1,7,10,10,-0.5963925740512991,-0.4499566509685378
1,0.1,7,10,30,-0.43318470058084113,-0.2436945096982504
1,0.1,7,10,50,-0.420771832950359,-0.22964891999513065
1,0.1,7,10,70,-0.42077075122970253,-0.22964892049869282
1,0.1,7,10,100,-0.4207706453977852,-0.22964898825725388
1,0.1,10,0,10,-0.5834202532551844,-0.3310549878039793
1,0.1,10,0,30,-0.44771483224707814,-0.09747490381119597
1,0.1,10,0,50,-0.43626775375007354,-0.06380838050683167
1,0.1,10,0,70,-0.43291966289949746,-0.047719160797737324
1,0.1,10,0,100,-0.4316130776082859,-0.03414998473290008
1,0.1,10,1,10,-0.5808161957660698,-0.3422296435697708
1,0.1,10,1,30,-0.43730082962089334,-0.12983567866036544
1,0.1,10,1,50,-0.4230708805439326,-0.11018793519935959
1,0.1,10,1,70,-0.42305676534880937,-0.11018777608528438
1,0.1,10,1,100,-0.4230549336980161,-0.1101877652042756
1,0.1,10,5,10,-0.5708350089295562,-0.3878549889948206
1,0.1,10,5,30,-0.4246049331772932,-0.19280118226495402
1,0.1,10,5,50,-0.4163465494349873,-0.18099310857500173
1,0.1,10,5,70,-0.4163458175732474,-0.1809930931159906
1,0.1,10,5,100,-0.4163457321930695,-0.18099314255216983
1,0.1,10,10,10,-0.5826863002179007,-0.4204764112551599
1,0.1,10,10,30,-0.4268491917699914,-0.2286739686428389
1,0.1,10,10,50,-0.41664286477298107,-0.21651743120340342
1,0.1,10,10,70,-0.4166395076164539,-0.2165174270145215
1,0.1,10,10,100,-0.4166390978461991,-0.21651749461120592
1,0.1,30,0,10,-0.5925917027764319,-0.27316964006505917
1,0.1,30,0,30,-0.46681415082360544,-0.042035876298287735
1,0.1,30,0,50,-0.45669910387587986,-0.0172709882688454
1,0.1,30,0,70,-0.45438066007440014,-0.010168652523919722
1,0.1,30,0,100,-0.45258832660406495,-0.0061795972191540285
1,0.1,30,1,10,-0.5744110295193563,-0.31381442423666905
1,0.1,30,1,30,-0.43504249761037783,-0.11214740176038407
1,0.1,30,1,50,-0.4221156524824593,-0.09737808738612588
1,0.1,30,1,70,-0.42209773669622636,-0.09737790696110522
1,0.1,30,1,100,-0.42209543482317907,-0.0973778944011956
1,0.1,30,5,10,-0.573136370633511,-0.3826241101444531
1,0.1,30,5,30,-0.42522842606340844,-0.19139437881810284
1,0.1,30,5,50,-0.4160681080100471,-0.17941145283873633
1,0.1,30,5,70,-0.4160654000299938,-0.17941144458846664
1,0.1,30,5,100,-0.4160650807160948,-0.1794114969765917
1,0.1,30,10,10,-0.583564890209267,-0.419331943945652
1,0.1,30,10,30,-0.4278961059097336,-0.22708680170193435
1,0.1,30,10,50,-0.4204877769023657,-0.2163025194071479
1,0.1,30,10,70,-0.42048559623762455,-0.21630250845663612
1,0.1,30,10,100,-0.4204853537595131,-0.2163025781084011
1,0.1,50,0,10,-0.5925917027764319,-0.27316964006505917
1,0.1,50,0,30,-0.4668140872413137,-0.04203607663386487
1,0.1,50,0,50,-0.4572450690739428,-0.017282602078972885
1,0.1,50,0,70,-0.45452461677478234,-0.010177356074186506
1,0.1,50,0,100,-0.45267643198406676,-0.006199986185666103
1,0.1,50,1,10,-0.5744110295193563,-0.31381442423666905
1,0.1,50,1,30,-0.43504249761037783,-0.11214740176038407
1,0.1,50,1,50,-0.4221156524824593,-0.09737808738612588
1,0.1,50,1,70,-0.42209773669622636,-0.09737790696110522
1,0.1,50,1,100,-0.42209543482317907,-0.0973778944011956
1,0.1,50,5,10,-0.573136370633511,-0.3826241101444531
1,0.1,50,5,30,-0.42522842606340844,-0.19139437881810284
1,0.1,50,5,50,-0.4160681080100471,-0.17941145283873633
1,0.1,50,5,70,-0.4160654000299938,-0.17941144458846664
1,0.1,50,5,100,-0.4160650807160948,-0.1794114969765917
1,0.1,50,10,10,-0.583564890209267,-0.419331943945652
1,0.1,50,10,30,-0.4278961059097336,-0.22708680170193435
1,0.1,50,10,50,-0.4204877769023657,-0.2163025194071479
1,0.1,50,10,70,-0.42048559623762455,-0.21630250845663612
1,0.1,50,10,100,-0.4204853537595131,-0.2163025781084011
1,0.2,3,0,10,-0.5674524313411606,-0.45015854779008374
1,0.2,3,0,30,-0.44797606972865367,-0.2902856622533374
1,0.2,3,0,50,-0.4174741767998877,-0.2563843115301243
1,0.2,3,0,70,-0.4100657977023741,-0.23689179035842192
1,0.2,3,0,100,-0.3967170273079343,-0.21738310642945521
1,0.2,3,1,10,-0.5674524313411606,-0.45015854779008374
1,0.2,3,1,30,-0.4479752101948352,-0.29029583800927383
1,0.2,3,1,50,-0.41336047149040134,-0.2565120855588196
1,0.2,3,1,70,-0.4157363499393173,-0.237289761668498
1,0.2,3,1,100,-0.3968106322145292,-0.2172490762496912
1,0.2,3,5,10,-0.5674524313411606,-0.45015854779008374
1,0.2,3,5,30,-0.44580588495983503,-0.2905907672786657
1,0.2,3,5,50,-0.42378034067236553,-0.26790518088370807
1,0.2,3,5,70,-0.42378034067236553,-0.26790518088370807
1,0.2,3,5,100,-0.42378034067236553,-0.26790518088370807
1,0.2,3,10,10,-0.567099114819473,-0.4468574341676688
1,0.2,3,10,30,-0.4433114805698274,-0.2942550220191527
1,0.2,3,10,50,-0.436280372465801,-0.28939653585402947
1,0.2,3,10,70,-0.436280372465801,-0.28939653585402947
1,0.2,3,10,100,-0.436280372465801,-0.28939653585402947
1,0.2,5,0,10,-0.4924484809377243,-0.33028375642014074
1,0.2,5,0,30,-0.4161058671877381,-0.2066794954037471
1,0.2,5,0,50,-0.4064110698800999,-0.1735163909921993
1,0.2,5,0,70,-0.4043216367293331,-0.15377126671496227
1,0.2,5,0,100,-0.40923759544706434,-0.13335347406557627
1,0.2,5,1,10,-0.49219614520851557,-0.33047979201006894
1,0.2,5,1,30,-0.4066616709966707,-0.20753739179884884
1,0.2,5,1,50,-0.3989845329704748,-0.18094411975383484
1,0.2,5,1,70,-0.3990484856707908,-0.18062218075543238
1,0.2,5,1,100,-0.3990484803034685,-0.18062218554438703
1,0.2,5,5,10,-0.4944543511648911,-0.3340653956282835
1,0.2,5,5,30,-0.4248403691908698,-0.2344251498457099
1,0.2,5,5,50,-0.4248412710454841,-0.23442515639497602
1,0.2,5,5,70,-0.4248412779130577,-0.23442515763304414
1,0.2,5,5,100,-0.4248412796558065,-0.23442515791660892
1,0.2,5,10,10,-0.49850648787773233,-0.3354482677310562
1,0.2,5,10,30,-0.43218869982657565,-0.24996835085342947
1,0.2,5,10,50,-0.43218805320923287,-0.24996835334881612
1,0.2,5,10,70,-0.43218805478716804,-0.24996835569772863
1,0.2,5,10,100,-0.4321880547220826,-0.24996835567711742
1,0.2,7,0,10,-0.47711110992953687,-0.24792181813841047
1,0.2,7,0,30,-0.42508816443438313,-0.1346947797636551
1,0.2,7,0,50,-0.4220434653271825,-0.10198925047706889
1,0.2,7,0,70,-0.42403401860703827,-0.08295572402315601
1,0.2,7,0,100,-0.4294044754104463,-0.06416227555395877
1,0.2,7,1,10,-0.47144088180681915,-0.2468905269681309
1,0.2,7,1,30,-0.42483968558894947,-0.1506097996994075
1,0.2,7,1,50,-0.42483117116180624,-0.15060975825045025
1,0.2,7,1,70,-0.4248310528828229,-0.1506097719079759
1,0.2,7,1,100,-0.42483105516254077,-0.15060977349053234
1,0.2,7,5,10,-0.4686340076848383,-0.26757460639598607
1,0.2,7,5,30,-0.4275925061803198,-0.2060509297853061
1,0.2,7,5,50,-0.42759210237208556,-0.20605094917551964
1,0.2,7,5,70,-0.427592109437818,-0.20605095898872233
1,0.2,7,5,100,-0.4275921111162536,-0.2060509594096181
1,0.2,7,10,10,-0.46669734717219624,-0.2863333195771232
1,0.2,7,10,30,-0.4274084371783563,-0.2283267298907377
1,0.2,7,10,50,-0.4274074441428636,-0.22832675104163078
1,0.2,7,10,70,-0.42740744517900575,-0.22832675977127864
1,0.2,7,10,100,-0.42740744517900575,-0.22832675976117217
1,0.2,10,0,10,-0.46701244311633267,-0.14332958035253343
1,0.2,10,0,30,-0.4396103408753045,-0.05558227442455828
1,0.2,10,0,50,-0.44075423109428663,-0.03428504156270714
1,0.2,10,0,70,-0.44126005092377907,-0.023737766402426832
1,0.2,10,0,100,-0.4419686750056121,-0.015354068547735456
1,0.2,10,1,10,-0.45414060952514523,-0.16710856218370612
1,0.2,10,1,30,-0.42541582733138633,-0.1134609607161573
1,0.2,10,1,50,-0.42541012278790424,-0.11346093314118863
1,0.2,10,1,70,-0.4254100741535948,-0.11346096036139944
1,0.2,10,1,100,-0.42541007538817477,-0.11346096154756262
1,0.2,10,5,10,-0.45363965106858545,-0.23013704110436656
1,0.2,10,5,30,-0.4239343389041504,-0.18331367581273708
1,0.2,10,5,50,-0.42393348734270625,-0.18331370560485236
1,0.2,10,5,70,-0.4239334878028152,-0.18331372067687943
1,0.2,10,5,100,-0.42393349435458516,-0.1833137228365268
1,0.2,10,10,10,-0.455859015705916,-0.2646338629198363
1,0.2,10,10,30,-0.4243020480763103,-0.2187597273988783
1,0.2,10,10,50,-0.42430232002826285,-0.21875975729026287
1,0.2,10,10,70,-0.4243023330234412,-0.21875976748553905
1,0.2,10,10,100,-0.4243023363187171,-0.21875976848828219
1,0.2,30,0,10,-0.48366683075033007,-0.08230768922040692
1,0.2,30,0,30,-0.45772747248975065,-0.012545657435470144
1,0.2,30,0,50,-0.45543842523001016,-0.006140175073511161
1,0.2,30,0,70,-0.4555469664590338,-0.004202921540632068
1,0.2,30,0,100,-0.45588756388130325,-0.003022673368190637
1,0.2,30,1,10,-0.46364313286214676,-0.14323129373650473
1,0.2,30,1,30,-0.43061707466161786,-0.09789449280689297
1,0.2,30,1,50,-0.43061793695690714,-0.09789446573954136
1,0.2,30,1,70,-0.4306179546500135,-0.09789449289765562
1,0.2,30,1,100,-0.43061795691510873,-0.097894494757056
1,0.2,30,5,10,-0.4457809513904688,-0.22617592862364297
1,0.2,30,5,30,-0.41906756703873976,-0.18008624257075087
1,0.2,30,5,50,-0.4190662565898469,-0.1800862660563797
1,0.2,30,5,70,-0.4190662557957731,-0.18008628097056062
1,0.2,30,5,100,-0.4190662616311145,-0.180086283019922
1,0.2,30,10,10,-0.46089350820470243,-0.26787178313573345
1,0.2,30,10,30,-0.42329342938052505,-0.21738195783181796
1,0.2,30,10,50,-0.42329281017399484,-0.2173819898807008
1,0.2,30,10,70,-0.4232928213684832,-0.217382004355335
1,0.2,30,10,100,-0.4232928236584799,-0.21738200512289918
1,0.2,50,0,10,-0.48366683075033007,-0.08230768922040692
1,0.2,50,0,30,-0.457591003898734,-0.012562196347756498
1,0.2,50,0,50,-0.4538875826155813,-0.006125871503437333
1,0.2,50,0,70,-0.45391507594227926,-0.004198270250393767
1,0.2,50,0,100,-0.45366705511357275,-0.003027910950301189
1,0.2,50,1,10,-0.46364313286214676,-0.14323129373650473
1,0.2,50,1,30,-0.43061707466161786,-0.09789449280689297
1,0.2,50,1,50,-0.43061793695690714,-0.09789446573954136
1,0.2,50,1,70,-0.4306179546500135,-0.09789449289765562
1,0.2,50,1,100,-0.43061795691510873,-0.097894494757056
1,0.2,50,5,10,-0.4457809513904688,-0.22617592862364297
1,0.2,50,5,30,-0.41906756703873976,-0.18008624257075087
1,0.2,50,5,50,-0.4190662565898469,-0.1800862660563797
1,0.2,50,5,70,-0.4190662557957731,-0.18008628097056062
1,0.2,50,5,100,-0.4190662616311145,-0.180086283019922
1,0.2,50,10,10,-0.46089350820470243,-0.26787178313573345
1,0.2,50,10,30,-0.42329342938052505,-0.21738195783181796
1,0.2,50,10,50,-0.42329281017399484,-0.2173819898807008
1,0.2,50,10,70,-0.4232928213684832,-0.217382004355335
1,0.2,50,10,100,-0.4232928236584799,-0.21738200512289918
1,0.5,3,0,10,-0.49549787054640165,-0.31804981126514725
1,0.5,3,0,30,-0.4612971320598776,-0.24619997770102678
1,0.5,3,0,50,-0.4363388134658976,-0.21698906252059325
1,0.5,3,0,70,-0.4293260007624416,-0.19906773701758
1,0.5,3,0,100,-0.4227694442087014,-0.18110861306260742
1,0.5,3,1,10,-0.4955632334548783,-0.3180593519088277
1,0.5,3,1,30,-0.4579794449798114,-0.24580784695368693
1,0.5,3,1,50,-0.43919463141909787,-0.21748364756698643
1,0.5,3,1,70,-0.4356600975100253,-0.21000172047856078
1,0.5,3,1,100,-0.43566009446611265,-0.2100017205132459
1,0.5,3,5,10,-0.4959360634444838,-0.3182113529286043
1,0.5,3,5,30,-0.44891647612300545,-0.2622759165927945
1,0.5,3,5,50,-0.448916476364775,-0.2622759168409883
1,0.5,3,5,70,-0.4489164766065449,-0.2622759170853318
1,0.5,3,5,100,-0.44891647696920023,-0.26227591744478895
1,0.5,3,10,10,-0.4973480661862487,-0.32063103036514046
1,0.5,3,10,30,-0.47744498699773164,-0.29184627198817603
1,0.5,3,10,50,-0.47744498619763326,-0.2918462712881286
1,0.5,3,10,70,-0.47744498552676584,-0.2918462705924999
1,0.5,3,10,100,-0.47744498491200105,-0.2918462701343273
1,0.5,5,0,10,-0.43416366762669945,-0.23520783598025802
1,0.5,5,0,30,-0.4103067835050315,-0.1643123249723109
1,0.5,5,0,50,-0.4247983450018883,-0.13295118993042615
1,0.5,5,0,70,-0.4275984996054851,-0.11183369441555277
1,0.5,5,0,100,-0.43710749746157074,-0.09164388186873448
1,0.5,5,1,10,-0.44192034630901567,-0.23296660777181488
1,0.5,5,1,30,-0.43831653563012657,-0.18886500463138256
1,0.5,5,1,50,-0.438316510916729,-0.18886500334978634
1,0.5,5,1,70,-0.43831651003121863,-0.18886500271665566
1,0.5,5,1,100,-0.43831650870295985,-0.1888650017789047
1,0.5,5,5,10,-0.4469492222423517,-0.24347367149246982
